"","Well","Adjusted_Absorbance","Cell_Type","Dilution"
"1811","B1",118972.416666667,"Healthy",2e+06
"1812","B2",111237.416666667,"Healthy",1e+06
"1813","B3",69638.4166666667,"Healthy",5e+05
"1814","B4",63567.4166666667,"Healthy",250000
"1815","B5",39339.4166666667,"Healthy",125000
"1816","B6",34286.4166666667,"Healthy",62500
"1817","B7",27020.4166666667,"Healthy",31250
"1818","B8",22596.4166666667,"Healthy",15625
"1819","B9",20986.4166666667,"Healthy",7812.5
"1820","B10",18638.4166666667,"Healthy",3906.25
"1821","C1",105465.416666667,"Healthy",2e+06
"1822","C2",95397.4166666667,"Healthy",1e+06
"1823","C3",65431.4166666667,"Healthy",5e+05
"1824","C4",61970.4166666667,"Healthy",250000
"1825","C5",37859.4166666667,"Healthy",125000
"1826","C6",32670.4166666667,"Healthy",62500
"1827","C7",25189.4166666667,"Healthy",31250
"1828","C8",22036.4166666667,"Healthy",15625
"1829","C9",19975.4166666667,"Healthy",7812.5
"1830","C10",19698.4166666667,"Healthy",3906.25
"1831","D1",96098.4166666667,"Diseased",2e+06
"1832","D2",90045.4166666667,"Diseased",1e+06
"1833","D3",47751.4166666667,"Diseased",5e+05
"1834","D4",36867.4166666667,"Diseased",250000
"1835","D5",31484.4166666667,"Diseased",125000
"1836","D6",19770.4166666667,"Diseased",62500
"1837","D7",15769.4166666667,"Diseased",31250
"1838","D8",12862.4166666667,"Diseased",15625
"1839","D9",12468.4166666667,"Diseased",7812.5
"1840","D10",10188.4166666667,"Diseased",3906.25
"1841","E1",89220.4166666667,"Diseased",2e+06
"1842","E2",51890.4166666667,"Diseased",1e+06
"1843","E3",57916.4166666667,"Diseased",5e+05
"1844","E4",33625.4166666667,"Diseased",250000
"1845","E5",27448.4166666667,"Diseased",125000
"1846","E6",24989.4166666667,"Diseased",62500
"1847","E7",20642.4166666667,"Diseased",31250
"1848","E8",18995.4166666667,"Diseased",15625
"1849","E9",16859.4166666667,"Diseased",7812.5
"1850","E10",12927.4166666667,"Diseased",3906.25
"1851","F1",76264.4166666667,"Diseased",2e+06
"1852","F2",77343.4166666667,"Diseased",1e+06
"1853","F3",60770.4166666667,"Diseased",5e+05
"1854","F4",41173.4166666667,"Diseased",250000
"1855","F5",26233.4166666667,"Diseased",125000
"1856","F6",25406.4166666667,"Diseased",62500
"1857","F7",15822.4166666667,"Diseased",31250
"1858","F8",15518.4166666667,"Diseased",15625
"1859","F9",9034.41666666667,"Diseased",7812.5
"1860","F10",14242.4166666667,"Diseased",3906.25
"1861","A1",32082.6666666667,"Healthy",2e+06
"1862","A2",21072.6666666667,"Healthy",1e+06
"1863","A3",12109.6666666667,"Healthy",5e+05
"1864","A4",8629.66666666667,"Healthy",250000
"1865","A5",4240.66666666667,"Healthy",125000
"1866","A6",3639.66666666667,"Healthy",62500
"1867","A7",1313.66666666667,"Healthy",31250
"1868","A8",1337.66666666667,"Healthy",15625
"1869","A9",796.666666666666,"Healthy",7812.5
"1870","A10",-216.333333333334,"Healthy",3906.25
"1871","B1",34041.6666666667,"Healthy",2e+06
"1872","B2",14702.6666666667,"Healthy",1e+06
"1873","B3",23241.6666666667,"Healthy",5e+05
"1874","B4",-9082.33333333333,"Healthy",250000
"1875","B5",16299.6666666667,"Healthy",125000
"1876","B6",1965.66666666667,"Healthy",62500
"1877","B7",2616.66666666667,"Healthy",31250
"1878","B8",888.666666666666,"Healthy",15625
"1879","B9",469.666666666666,"Healthy",7812.5
"1880","B10",958.666666666666,"Healthy",3906.25
"1881","C1",40077.6666666667,"Healthy",2e+06
"1882","C2",16247.6666666667,"Healthy",1e+06
"1883","C3",44279.6666666667,"Healthy",5e+05
"1884","C4",-8888.33333333333,"Healthy",250000
"1885","C5",3813.66666666667,"Healthy",125000
"1886","C6",2179.66666666667,"Healthy",62500
"1887","C7",1550.66666666667,"Healthy",31250
"1888","C8",567.666666666666,"Healthy",15625
"1889","C9",1178.66666666667,"Healthy",7812.5
"1890","C10",202.666666666666,"Healthy",3906.25
"1891","D1",29199.6666666667,"Diseased",2e+06
"1892","D2",12781.6666666667,"Diseased",1e+06
"1893","D3",13286.6666666667,"Diseased",5e+05
"1894","D4",6288.66666666667,"Diseased",250000
"1895","D5",4818.66666666667,"Diseased",125000
"1896","D6",2306.66666666667,"Diseased",62500
"1897","D7",-1208.33333333333,"Diseased",31250
"1898","D8",-2465.33333333333,"Diseased",15625
"1899","D9",-2926.33333333333,"Diseased",7812.5
"1900","D10",-1640.33333333333,"Diseased",3906.25
"1901","E1",26142.6666666667,"Diseased",2e+06
"1902","E2",24349.6666666667,"Diseased",1e+06
"1903","E3",8031.66666666667,"Diseased",5e+05
"1904","E4",2459.66666666667,"Diseased",250000
"1905","E5",4386.66666666667,"Diseased",125000
"1906","E6",597.666666666666,"Diseased",62500
"1907","E7",-2610.33333333333,"Diseased",31250
"1908","E8",-857.333333333334,"Diseased",15625
"1909","E9",-1994.33333333333,"Diseased",7812.5
"1910","E10",-2688.33333333333,"Diseased",3906.25
"1911","F1",19217.6666666667,"Diseased",2e+06
"1912","F2",21261.6666666667,"Diseased",1e+06
"1913","F3",13043.6666666667,"Diseased",5e+05
"1914","F4",11741.6666666667,"Diseased",250000
"1915","F5",-343.333333333334,"Diseased",125000
"1916","F6",318.666666666666,"Diseased",62500
"1917","F7",-492.333333333334,"Diseased",31250
"1918","F8",-2853.33333333333,"Diseased",15625
"1919","F9",-1487.33333333333,"Diseased",7812.5
"1920","F10",-660.333333333334,"Diseased",3906.25
"1921","A1",39697.75,"Healthy",2e+06
"1922","A2",38983.75,"Healthy",1e+06
"1923","A3",30098.75,"Healthy",5e+05
"1924","A4",20505.75,"Healthy",250000
"1925","A5",8124.75,"Healthy",125000
"1926","A6",1469.75,"Healthy",62500
"1927","A7",-2643.25,"Healthy",31250
"1928","A8",-4605.25,"Healthy",15625
"1929","A9",-6651.25,"Healthy",7812.5
"1930","A10",-7470.25,"Healthy",3906.25
"1931","B1",73017.75,"Healthy",2e+06
"1932","B2",31311.75,"Healthy",1e+06
"1933","B3",33812.75,"Healthy",5e+05
"1934","B4",15905.75,"Healthy",250000
"1935","B5",5651.75,"Healthy",125000
"1936","B6",-163.25,"Healthy",62500
"1937","B7",-2862.25,"Healthy",31250
"1938","B8",-6190.25,"Healthy",15625
"1939","B9",-7173.25,"Healthy",7812.5
"1940","B10",-7873.25,"Healthy",3906.25
"1941","C1",35862.75,"Healthy",2e+06
"1942","C2",23366.75,"Healthy",1e+06
"1943","C3",23689.75,"Healthy",5e+05
"1944","C4",14892.75,"Healthy",250000
"1945","C5",2886.75,"Healthy",125000
"1946","C6",-1298.25,"Healthy",62500
"1947","C7",-4129.25,"Healthy",31250
"1948","C8",-6806.25,"Healthy",15625
"1949","C9",-8058.25,"Healthy",7812.5
"1950","C10",-8323.25,"Healthy",3906.25
"1951","D1",33087.75,"Diseased",2e+06
"1952","D2",25634.75,"Diseased",1e+06
"1953","D3",16071.75,"Diseased",5e+05
"1954","D4",3022.75,"Diseased",250000
"1955","D5",-2040.25,"Diseased",125000
"1956","D6",-8702.25,"Diseased",62500
"1957","D7",-8536.25,"Diseased",31250
"1958","D8",-10432.25,"Diseased",15625
"1959","D9",-11420.25,"Diseased",7812.5
"1960","D10",-11041.25,"Diseased",3906.25
"1961","E1",37417.75,"Diseased",2e+06
"1962","E2",17281.75,"Diseased",1e+06
"1963","E3",14114.75,"Diseased",5e+05
"1964","E4",3542.75,"Diseased",250000
"1965","E5",-5407.25,"Diseased",125000
"1966","E6",-6634.25,"Diseased",62500
"1967","E7",-9794.25,"Diseased",31250
"1968","E8",-11333.25,"Diseased",15625
"1969","E9",-10400.25,"Diseased",7812.5
"1970","E10",-11663.25,"Diseased",3906.25
"1971","F1",25242.75,"Diseased",2e+06
"1972","F2",12477.75,"Diseased",1e+06
"1973","F3",8894.75,"Diseased",5e+05
"1974","F4",5337.75,"Diseased",250000
"1975","F5",1020.75,"Diseased",125000
"1976","F6",-6782.25,"Diseased",62500
"1977","F7",-8451.25,"Diseased",31250
"1978","F8",-9102.25,"Diseased",15625
"1979","F9",-11265.25,"Diseased",7812.5
"1980","F10",-10280.25,"Diseased",3906.25
"1981","A1",232011.5,"Healthy",2e+06
"1982","A2",175616.5,"Healthy",1e+06
"1983","A3",110247.5,"Healthy",5e+05
"1984","A4",79596.5,"Healthy",250000
"1985","A5",41660.5,"Healthy",125000
"1986","A6",26251.5,"Healthy",62500
"1987","A7",25030.5,"Healthy",31250
"1988","A8",927.5,"Healthy",15625
"1989","A9",963.5,"Healthy",7812.5
"1990","A10",191.5,"Healthy",3906.25
"1991","B1",210023.5,"Healthy",2e+06
"1992","B2",169723.5,"Healthy",1e+06
"1993","B3",95478.5,"Healthy",5e+05
"1994","B4",66821.5,"Healthy",250000
"1995","B5",35004.5,"Healthy",125000
"1996","B6",26391.5,"Healthy",62500
"1997","B7",24571.5,"Healthy",31250
"1998","B8",43.5,"Healthy",15625
"1999","B9",-2381.5,"Healthy",7812.5
"2000","B10",83.5,"Healthy",3906.25
"2001","C1",232011.5,"Healthy",2e+06
"2002","C2",149878.5,"Healthy",1e+06
"2003","C3",107139.5,"Healthy",5e+05
"2004","C4",69944.5,"Healthy",250000
"2005","C5",42006.5,"Healthy",125000
"2006","C6",28487.5,"Healthy",62500
"2007","C7",24695.5,"Healthy",31250
"2008","C8",-6388.5,"Healthy",15625
"2009","C9",-1385.5,"Healthy",7812.5
"2010","C10",-200.5,"Healthy",3906.25
"2011","D1",120228.5,"Diseased",2e+06
"2012","D2",106826.5,"Diseased",1e+06
"2013","D3",61303.5,"Diseased",5e+05
"2014","D4",44657.5,"Diseased",250000
"2015","D5",26679.5,"Diseased",125000
"2016","D6",13589.5,"Diseased",62500
"2017","D7",12956.5,"Diseased",31250
"2018","D8",-5898.5,"Diseased",15625
"2019","D9",-6408.5,"Diseased",7812.5
"2020","D10",-4159.5,"Diseased",3906.25
"2021","E1",170536.5,"Diseased",2e+06
"2022","E2",97476.5,"Diseased",1e+06
"2023","E3",68904.5,"Diseased",5e+05
"2024","E4",43744.5,"Diseased",250000
"2025","E5",32197.5,"Diseased",125000
"2026","E6",20175.5,"Diseased",62500
"2027","E7",14903.5,"Diseased",31250
"2028","E8",-5741.5,"Diseased",15625
"2029","E9",-6930.5,"Diseased",7812.5
"2030","E10",-4738.5,"Diseased",3906.25
"2031","F1",181986.5,"Diseased",2e+06
"2032","F2",143297.5,"Diseased",1e+06
"2033","F3",79804.5,"Diseased",5e+05
"2034","F4",36292.5,"Diseased",250000
"2035","F5",29081.5,"Diseased",125000
"2036","F6",16832.5,"Diseased",62500
"2037","F7",17854.5,"Diseased",31250
"2038","F8",-8363.5,"Diseased",15625
"2039","F9",-5741.5,"Diseased",7812.5
"2040","F10",-2944.5,"Diseased",3906.25
"2041","A1",69260.5,"Healthy",2e+06
"2042","A2",71826.5,"Healthy",1e+06
"2043","A3",48741.5,"Healthy",5e+05
"2044","A4",54935.5,"Healthy",250000
"2045","A5",51410.5,"Healthy",125000
"2046","A6",23997.5,"Healthy",62500
"2047","A7",32107.5,"Healthy",31250
"2048","A8",15707.5,"Healthy",15625
"2049","A9",8910.5,"Healthy",7812.5
"2050","A10",7667.5,"Healthy",3906.25
"2051","B1",82470.5,"Healthy",2e+06
"2052","B2",57208.5,"Healthy",1e+06
"2053","B3",57418.5,"Healthy",5e+05
"2054","B4",40416.5,"Healthy",250000
"2055","B5",48032.5,"Healthy",125000
"2056","B6",36910.5,"Healthy",62500
"2057","B7",14593.5,"Healthy",31250
"2058","B8",14572.5,"Healthy",15625
"2059","B9",25473.5,"Healthy",7812.5
"2060","B10",11609.5,"Healthy",3906.25
"2061","C1",81875.5,"Healthy",2e+06
"2062","C2",62397.5,"Healthy",1e+06
"2063","C3",46315.5,"Healthy",5e+05
"2064","C4",49880.5,"Healthy",250000
"2065","C5",51738.5,"Healthy",125000
"2066","C6",38328.5,"Healthy",62500
"2067","C7",15809.5,"Healthy",31250
"2068","C8",15141.5,"Healthy",15625
"2069","C9",21860.5,"Healthy",7812.5
"2070","C10",13736.5,"Healthy",3906.25
"2071","D1",56071.5,"Diseased",2e+06
"2072","D2",51478.5,"Diseased",1e+06
"2073","D3",35597.5,"Diseased",5e+05
"2074","D4",49437.5,"Diseased",250000
"2075","D5",28071.5,"Diseased",125000
"2076","D6",11699.5,"Diseased",62500
"2077","D7",23282.5,"Diseased",31250
"2078","D8",15620.5,"Diseased",15625
"2079","D9",3889.5,"Diseased",7812.5
"2080","D10",2847.5,"Diseased",3906.25
"2081","E1",56148.5,"Diseased",2e+06
"2082","E2",41299.5,"Diseased",1e+06
"2083","E3",40400.5,"Diseased",5e+05
"2084","E4",34588.5,"Diseased",250000
"2085","E5",31141.5,"Diseased",125000
"2086","E6",24931.5,"Diseased",62500
"2087","E7",29633.5,"Diseased",31250
"2088","E8",12243.5,"Diseased",15625
"2089","E9",1968.5,"Diseased",7812.5
"2090","E10",3519.5,"Diseased",3906.25
"2091","F1",63586.5,"Diseased",2e+06
"2092","F2",51768.5,"Diseased",1e+06
"2093","F3",75412.5,"Diseased",5e+05
"2094","F4",22144.5,"Diseased",250000
"2095","F5",36335.5,"Diseased",125000
"2096","F6",19115.5,"Diseased",62500
"2097","F7",19569.5,"Diseased",31250
"2098","F8",6634.5,"Diseased",15625
"2099","F9",8102.5,"Diseased",7812.5
"2100","F10",6581.5,"Diseased",3906.25
"2101","A1",67498.5,"Healthy",2e+06
"2102","A2",36909.5,"Healthy",1e+06
"2103","A3",32402.5,"Healthy",5e+05
"2104","A4",22725.5,"Healthy",250000
"2105","A5",9696.5,"Healthy",125000
"2106","A6",3550.5,"Healthy",62500
"2107","A7",-1220.5,"Healthy",31250
"2108","A8",-2354.5,"Healthy",15625
"2109","A9",-3324.5,"Healthy",7812.5
"2110","A10",-1914.5,"Healthy",3906.25
"2111","B1",74027.5,"Healthy",2e+06
"2112","B2",36907.5,"Healthy",1e+06
"2113","B3",31239.5,"Healthy",5e+05
"2114","B4",21634.5,"Healthy",250000
"2115","B5",6818.5,"Healthy",125000
"2116","B6",1617.5,"Healthy",62500
"2117","B7",-729.5,"Healthy",31250
"2118","B8",-2890.5,"Healthy",15625
"2119","B9",-4313.5,"Healthy",7812.5
"2120","B10",-4431.5,"Healthy",3906.25
"2121","C1",84785.5,"Healthy",2e+06
"2122","C2",43168.5,"Healthy",1e+06
"2123","C3",29557.5,"Healthy",5e+05
"2124","C4",22659.5,"Healthy",250000
"2125","C5",7711.5,"Healthy",125000
"2126","C6",3007.5,"Healthy",62500
"2127","C7",-1294.5,"Healthy",31250
"2128","C8",-3865.5,"Healthy",15625
"2129","C9",-3394.5,"Healthy",7812.5
"2130","C10",-4427.5,"Healthy",3906.25
"2131","D1",71844.5,"Diseased",2e+06
"2132","D2",20064.5,"Diseased",1e+06
"2133","D3",24033.5,"Diseased",5e+05
"2134","D4",11634.5,"Diseased",250000
"2135","D5",-1752.5,"Diseased",125000
"2136","D6",-2158.5,"Diseased",62500
"2137","D7",-5064.5,"Diseased",31250
"2138","D8",-5968.5,"Diseased",15625
"2139","D9",-7307.5,"Diseased",7812.5
"2140","D10",-7749.5,"Diseased",3906.25
"2141","E1",66440.5,"Diseased",2e+06
"2142","E2",28326.5,"Diseased",1e+06
"2143","E3",24106.5,"Diseased",5e+05
"2144","E4",4094.5,"Diseased",250000
"2145","E5",2385.5,"Diseased",125000
"2146","E6",-2377.5,"Diseased",62500
"2147","E7",-4044.5,"Diseased",31250
"2148","E8",-8361.5,"Diseased",15625
"2149","E9",-7635.5,"Diseased",7812.5
"2150","E10",-7970.5,"Diseased",3906.25
"2151","F1",48566.5,"Diseased",2e+06
"2152","F2",40907.5,"Diseased",1e+06
"2153","F3",23502.5,"Diseased",5e+05
"2154","F4",13482.5,"Diseased",250000
"2155","F5",401.5,"Diseased",125000
"2156","F6",-4988.5,"Diseased",62500
"2157","F7",-5697.5,"Diseased",31250
"2158","F8",-5421.5,"Diseased",15625
"2159","F9",-7390.5,"Diseased",7812.5
"2160","F10",-5448.5,"Diseased",3906.25
"2161","A1",NA,"Healthy",2e+06
"2162","A2",NA,"Healthy",1e+06
"2163","A3",NA,"Healthy",5e+05
"2164","A4",NA,"Healthy",250000
"2165","A5",NA,"Healthy",125000
"2166","A6",NA,"Healthy",62500
"2167","A7",NA,"Healthy",31250
"2168","A8",NA,"Healthy",15625
"2169","A9",NA,"Healthy",7812.5
"2170","A10",NA,"Healthy",3906.25
"2171","B1",NA,"Healthy",2e+06
"2172","B2",NA,"Healthy",1e+06
"2173","B3",NA,"Healthy",5e+05
"2174","B4",NA,"Healthy",250000
"2175","B5",NA,"Healthy",125000
"2176","B6",NA,"Healthy",62500
"2177","B7",NA,"Healthy",31250
"2178","B8",NA,"Healthy",15625
"2179","B9",NA,"Healthy",7812.5
"2180","B10",NA,"Healthy",3906.25
"2181","C1",NA,"Healthy",2e+06
"2182","C2",NA,"Healthy",1e+06
"2183","C3",NA,"Healthy",5e+05
"2184","C4",NA,"Healthy",250000
"2185","C5",NA,"Healthy",125000
"2186","C6",NA,"Healthy",62500
"2187","C7",NA,"Healthy",31250
"2188","C8",NA,"Healthy",15625
"2189","C9",NA,"Healthy",7812.5
"2190","C10",NA,"Healthy",3906.25
"2191","D1",NA,"Diseased",2e+06
"2192","D2",NA,"Diseased",1e+06
"2193","D3",NA,"Diseased",5e+05
"2194","D4",NA,"Diseased",250000
"2195","D5",NA,"Diseased",125000
"2196","D6",NA,"Diseased",62500
"2197","D7",NA,"Diseased",31250
"2198","D8",NA,"Diseased",15625
"2199","D9",NA,"Diseased",7812.5
"2200","D10",NA,"Diseased",3906.25
"2201","E1",NA,"Diseased",2e+06
"2202","E2",NA,"Diseased",1e+06
"2203","E3",NA,"Diseased",5e+05
"2204","E4",NA,"Diseased",250000
"2205","E5",NA,"Diseased",125000
"2206","E6",NA,"Diseased",62500
"2207","E7",NA,"Diseased",31250
"2208","E8",NA,"Diseased",15625
"2209","E9",NA,"Diseased",7812.5
"2210","E10",NA,"Diseased",3906.25
"2211","F1",NA,"Diseased",2e+06
"2212","F2",NA,"Diseased",1e+06
"2213","F3",NA,"Diseased",5e+05
"2214","F4",NA,"Diseased",250000
"2215","F5",NA,"Diseased",125000
"2216","F6",NA,"Diseased",62500
"2217","F7",NA,"Diseased",31250
"2218","F8",NA,"Diseased",15625
"2219","F9",NA,"Diseased",7812.5
"2220","F10",NA,"Diseased",3906.25
"2221","A1",64012.1666666667,"Healthy",2e+06
"2222","A2",66578.1666666667,"Healthy",1e+06
"2223","A3",43493.1666666667,"Healthy",5e+05
"2224","A4",49687.1666666667,"Healthy",250000
"2225","A5",46162.1666666667,"Healthy",125000
"2226","A6",18749.1666666667,"Healthy",62500
"2227","A7",26859.1666666667,"Healthy",31250
"2228","A8",10459.1666666667,"Healthy",15625
"2229","A9",3662.16666666667,"Healthy",7812.5
"2230","A10",2419.16666666667,"Healthy",3906.25
"2231","B1",77222.1666666667,"Healthy",2e+06
"2232","B2",51960.1666666667,"Healthy",1e+06
"2233","B3",52170.1666666667,"Healthy",5e+05
"2234","B4",35168.1666666667,"Healthy",250000
"2235","B5",42784.1666666667,"Healthy",125000
"2236","B6",31662.1666666667,"Healthy",62500
"2237","B7",9345.16666666667,"Healthy",31250
"2238","B8",9324.16666666667,"Healthy",15625
"2239","B9",20225.1666666667,"Healthy",7812.5
"2240","B10",6361.16666666667,"Healthy",3906.25
"2241","C1",76627.1666666667,"Healthy",2e+06
"2242","C2",57149.1666666667,"Healthy",1e+06
"2243","C3",41067.1666666667,"Healthy",5e+05
"2244","C4",44632.1666666667,"Healthy",250000
"2245","C5",46490.1666666667,"Healthy",125000
"2246","C6",33080.1666666667,"Healthy",62500
"2247","C7",10561.1666666667,"Healthy",31250
"2248","C8",9893.16666666667,"Healthy",15625
"2249","C9",16612.1666666667,"Healthy",7812.5
"2250","C10",8488.16666666667,"Healthy",3906.25
"2251","D1",48250.1666666667,"Diseased",2e+06
"2252","D2",53823.1666666667,"Diseased",1e+06
"2253","D3",32394.1666666667,"Diseased",5e+05
"2254","D4",41315.1666666667,"Diseased",250000
"2255","D5",20951.1666666667,"Diseased",125000
"2256","D6",10194.1666666667,"Diseased",62500
"2257","D7",12837.1666666667,"Diseased",31250
"2258","D8",11302.1666666667,"Diseased",15625
"2259","D9",-3780.83333333333,"Diseased",7812.5
"2260","D10",-3188.83333333333,"Diseased",3906.25
"2261","E1",46800.1666666667,"Diseased",2e+06
"2262","E2",31093.1666666667,"Diseased",1e+06
"2263","E3",46289.1666666667,"Diseased",5e+05
"2264","E4",30300.1666666667,"Diseased",250000
"2265","E5",29658.1666666667,"Diseased",125000
"2266","E6",23025.1666666667,"Diseased",62500
"2267","E7",25552.1666666667,"Diseased",31250
"2268","E8",1725.16666666667,"Diseased",15625
"2269","E9",-257.833333333332,"Diseased",7812.5
"2270","E10",-2759.83333333333,"Diseased",3906.25
"2271","F1",54583.1666666667,"Diseased",2e+06
"2272","F2",59332.1666666667,"Diseased",1e+06
"2273","F3",72343.1666666667,"Diseased",5e+05
"2274","F4",26407.1666666667,"Diseased",250000
"2275","F5",26141.1666666667,"Diseased",125000
"2276","F6",23453.1666666667,"Diseased",62500
"2277","F7",8707.16666666667,"Diseased",31250
"2278","F8",7905.16666666667,"Diseased",15625
"2279","F9",-1274.83333333333,"Diseased",7812.5
"2280","F10",3472.16666666667,"Diseased",3906.25
"2281","A1",112209.416666667,"Healthy",2e+06
"2282","A2",82489.4166666667,"Healthy",1e+06
"2283","A3",57994.4166666667,"Healthy",5e+05
"2284","A4",42533.4166666667,"Healthy",250000
"2285","A5",25000.4166666667,"Healthy",125000
"2286","A6",17846.4166666667,"Healthy",62500
"2287","A7",9334.41666666667,"Healthy",31250
"2288","A8",9532.41666666667,"Healthy",15625
"2289","A9",9125.41666666667,"Healthy",7812.5
"2290","A10",7272.41666666667,"Healthy",3906.25
"2291","B1",158435.416666667,"Healthy",2e+06
"2292","B2",71023.4166666667,"Healthy",1e+06
"2293","B3",62151.4166666667,"Healthy",5e+05
"2294","B4",35207.4166666667,"Healthy",250000
"2295","B5",18878.4166666667,"Healthy",125000
"2296","B6",14643.4166666667,"Healthy",62500
"2297","B7",10220.4166666667,"Healthy",31250
"2298","B8",8533.41666666667,"Healthy",15625
"2299","B9",6591.41666666667,"Healthy",7812.5
"2300","B10",4192.41666666667,"Healthy",3906.25
"2301","C1",105742.416666667,"Healthy",2e+06
"2302","C2",72330.4166666667,"Healthy",1e+06
"2303","C3",49158.4166666667,"Healthy",5e+05
"2304","C4",31095.4166666667,"Healthy",250000
"2305","C5",19965.4166666667,"Healthy",125000
"2306","C6",16594.4166666667,"Healthy",62500
"2307","C7",10798.4166666667,"Healthy",31250
"2308","C8",5870.41666666667,"Healthy",15625
"2309","C9",5906.41666666667,"Healthy",7812.5
"2310","C10",4564.41666666667,"Healthy",3906.25
"2311","D1",81557.4166666667,"Diseased",2e+06
"2312","D2",65534.4166666667,"Diseased",1e+06
"2313","D3",33902.4166666667,"Diseased",5e+05
"2314","D4",18372.4166666667,"Diseased",250000
"2315","D5",10444.4166666667,"Diseased",125000
"2316","D6",4958.41666666667,"Diseased",62500
"2317","D7",789.416666666668,"Diseased",31250
"2318","D8",-3891.58333333333,"Diseased",15625
"2319","D9",-2811.58333333333,"Diseased",7812.5
"2320","D10",2144.41666666667,"Diseased",3906.25
"2321","E1",69555.4166666667,"Diseased",2e+06
"2322","E2",52988.4166666667,"Diseased",1e+06
"2323","E3",33992.4166666667,"Diseased",5e+05
"2324","E4",18832.4166666667,"Diseased",250000
"2325","E5",3324.41666666667,"Diseased",125000
"2326","E6",6415.41666666667,"Diseased",62500
"2327","E7",3780.41666666667,"Diseased",31250
"2328","E8",-1266.58333333333,"Diseased",15625
"2329","E9",-2515.58333333333,"Diseased",7812.5
"2330","E10",-3277.58333333333,"Diseased",3906.25
"2331","F1",81212.4166666667,"Diseased",2e+06
"2332","F2",54431.4166666667,"Diseased",1e+06
"2333","F3",33984.4166666667,"Diseased",5e+05
"2334","F4",15123.4166666667,"Diseased",250000
"2335","F5",11342.4166666667,"Diseased",125000
"2336","F6",8943.41666666667,"Diseased",62500
"2337","F7",4164.41666666667,"Diseased",31250
"2338","F8",-1025.58333333333,"Diseased",15625
"2339","F9",1531.41666666667,"Diseased",7812.5
"2340","F10",-1302.58333333333,"Diseased",3906.25
"2341","A1",112000.666666667,"Healthy",2e+06
"2342","A2",113708.666666667,"Healthy",1e+06
"2343","A3",67761.6666666667,"Healthy",5e+05
"2344","A4",53448.6666666667,"Healthy",250000
"2345","A5",33732.6666666667,"Healthy",125000
"2346","A6",26376.6666666667,"Healthy",62500
"2347","A7",19451.6666666667,"Healthy",31250
"2348","A8",17143.6666666667,"Healthy",15625
"2349","A9",16912.6666666667,"Healthy",7812.5
"2350","A10",12732.6666666667,"Healthy",3906.25
"2351","B1",157856.666666667,"Healthy",2e+06
"2352","B2",95735.6666666667,"Healthy",1e+06
"2353","B3",78154.6666666667,"Healthy",5e+05
"2354","B4",48725.6666666667,"Healthy",250000
"2355","B5",33728.6666666667,"Healthy",125000
"2356","B6",26001.6666666667,"Healthy",62500
"2357","B7",19467.6666666667,"Healthy",31250
"2358","B8",16219.6666666667,"Healthy",15625
"2359","B9",13951.6666666667,"Healthy",7812.5
"2360","B10",14314.6666666667,"Healthy",3906.25
"2361","C1",95995.6666666667,"Healthy",2e+06
"2362","C2",92084.6666666667,"Healthy",1e+06
"2363","C3",70868.6666666667,"Healthy",5e+05
"2364","C4",48402.6666666667,"Healthy",250000
"2365","C5",33597.6666666667,"Healthy",125000
"2366","C6",22808.6666666667,"Healthy",62500
"2367","C7",20097.6666666667,"Healthy",31250
"2368","C8",15456.6666666667,"Healthy",15625
"2369","C9",13210.6666666667,"Healthy",7812.5
"2370","C10",13310.6666666667,"Healthy",3906.25
"2371","D1",114126.666666667,"Diseased",2e+06
"2372","D2",71716.6666666667,"Diseased",1e+06
"2373","D3",45443.6666666667,"Diseased",5e+05
"2374","D4",28282.6666666667,"Diseased",250000
"2375","D5",26968.6666666667,"Diseased",125000
"2376","D6",12007.6666666667,"Diseased",62500
"2377","D7",10203.6666666667,"Diseased",31250
"2378","D8",10752.6666666667,"Diseased",15625
"2379","D9",4020.66666666667,"Diseased",7812.5
"2380","D10",3321.66666666667,"Diseased",3906.25
"2381","E1",101775.666666667,"Diseased",2e+06
"2382","E2",74999.6666666667,"Diseased",1e+06
"2383","E3",44850.6666666667,"Diseased",5e+05
"2384","E4",33859.6666666667,"Diseased",250000
"2385","E5",23893.6666666667,"Diseased",125000
"2386","E6",8654.66666666667,"Diseased",62500
"2387","E7",11415.6666666667,"Diseased",31250
"2388","E8",9688.66666666667,"Diseased",15625
"2389","E9",7427.66666666667,"Diseased",7812.5
"2390","E10",4970.66666666667,"Diseased",3906.25
"2391","F1",133545.666666667,"Diseased",2e+06
"2392","F2",62752.6666666667,"Diseased",1e+06
"2393","F3",47693.6666666667,"Diseased",5e+05
"2394","F4",31503.6666666667,"Diseased",250000
"2395","F5",21942.6666666667,"Diseased",125000
"2396","F6",10967.6666666667,"Diseased",62500
"2397","F7",12691.6666666667,"Diseased",31250
"2398","F8",8780.66666666667,"Diseased",15625
"2399","F9",10724.6666666667,"Diseased",7812.5
"2400","F10",9805.66666666667,"Diseased",3906.25
"2401","A1",39204.5,"Healthy",2e+06
"2402","A2",28317.5,"Healthy",1e+06
"2403","A3",17373.5,"Healthy",5e+05
"2404","A4",10078.5,"Healthy",250000
"2405","A5",1906.5,"Healthy",125000
"2406","A6",-1600.5,"Healthy",62500
"2407","A7",-3795.5,"Healthy",31250
